section_id,s_node,e_node,length
206,2908,448,37.67545580427025
207,448,4,126.53614080327358
208,25328,25327,401.0084230603719
209,25327,25328,401.0084230603718
210,129,1126,322.83538431742875
211,20273,436,129.93979069182498
212,436,20273,129.93979069182498
213,436,27149,303.64819319799284
214,27149,436,303.6481931979928
215,16073,16072,51.381066502729816
216,439,428,14.949139211379608
217,428,439,14.949139211379608
218,430,2906,76.29239187446451
219,2906,445,17.779682781307613
220,453,456,91.34195311931394
221,456,4200,79.31394582924366
222,4200,6324,97.15068733361726
223,6324,452,92.62831889527548
224,455,454,86.96019117260265
225,454,456,63.71312116205522
226,456,6322,65.1615368476374
227,6322,1138,73.47555467939071
228,6326,24997,83.59665736600583
229,24997,457,85.50272292851378
230,6396,6437,30.60409768225304
231,6437,6396,30.60409768225304
232,464,25180,16.535123551465652
233,465,473,106.37159733118467
234,467,3625,117.232169603844
235,3625,3626,169.30160444436595
236,151,471,39.637556597055166
237,471,473,84.45088739735839
238,476,20493,27.115152625583438
239,237,8399,96.1806978726445
240,8399,479,67.05746132461249
241,479,33819,82.61906287503051
242,33819,8404,81.24223592140721
243,479,482,105.7722589295333
244,482,480,95.97500866956987
245,8436,481,127.35727933500988
246,480,483,108.1088071205926
247,483,486,95.70838480795634
248,230,7383,367.33017181856815
249,3939,27880,62.04695608551722
250,27880,3939,62.04695608551722
251,27880,3943,70.7099496268896
252,3943,27880,70.7099496268896
253,2323,6137,116.22184931907458
254,6137,2323,116.22184931907456
255,4079,3945,141.3895655661845
256,499,2578,123.79322548216432
257,2578,27875,18.93002263086325
258,27875,4079,71.73786325711488
259,4079,500,90.50241762734942
260,500,501,33.94361981288779
261,501,20418,83.64594219119235
262,20418,6144,10.384289260798592
263,6144,6393,51.34192331251032
264,6393,502,19.509875511390465
265,502,32333,215.80998888400728
266,32333,32289,4.629086755176307
267,210,32335,110.64732029631512
268,507,20135,25.77363274477576
269,20135,507,25.77363274477576
270,20135,20136,44.676322642932384
271,20136,20135,44.676322642932384
272,20136,20126,45.496454762792986
273,20126,20136,45.496454762792986
274,20126,508,34.847818536872495
275,508,20126,34.8478185368725
276,508,509,17.715992153946726
277,509,508,17.715992153946726
278,509,507,66.06278563468271
279,507,509,66.06278563468271
280,20135,20421,11.189846397860295
281,20421,510,34.715894894458145
282,513,25047,8.979612510554437
283,25047,513,8.979612510554437
284,509,5999,99.8404968505644
285,8395,8393,27.169739227624397
286,8393,8395,27.169739227624397
287,4648,10325,94.37973292599985
288,10325,4648,94.37973292599982
289,931,932,36.74567134905065
290,535,1021,128.50492502470777
291,1021,535,128.50492502470777
292,1021,580,119.69427003007536
293,580,1021,119.69427003007536
294,580,575,97.17661389017287
295,575,580,97.17661389017287
296,537,589,75.89507066707505
297,538,654,113.47830979912962
298,654,538,113.47830979912962
299,539,540,84.89821776819693
300,540,541,94.83973474654222
301,546,545,155.68370913975008
302,549,1057,73.85695388186218
303,548,25488,66.47592747400577
304,25488,550,85.37325432038926
305,908,551,99.58688936140828
306,6758,9601,229.22569896720796
307,565,20632,17.397283000589734
308,566,30769,25.36690665183265
309,572,25567,23.464851874813423
310,579,578,93.44232805167634
311,288,292,104.63498157356352
312,297,588,147.75911386206965
313,588,583,99.10442779499652
314,583,582,93.80742171069974
315,586,25568,93.34100498393032
316,25568,585,100.14978393219864
317,589,590,75.19461515624548
318,6172,592,8.116479285808202
319,592,6172,8.116479285808202
320,21461,21462,66.78450275004043
321,594,595,85.42901394840553
322,595,633,95.36599467424806
323,633,596,80.62048532855432
324,596,593,69.73397375125398
325,19207,19209,18.050735907596227
326,599,600,48.21720621099222
327,859,16992,28.023763952461472
328,604,631,88.26171853812683
329,631,607,72.85845344063584
330,606,607,99.85076118509564
331,613,614,93.28765068348574
332,614,613,93.28765068348577
333,615,616,88.69618007680697
334,623,617,53.500101270542245
335,307,629,113.54870924644094
336,629,621,90.58383823644064
337,621,643,98.93574212030283
338,865,620,10.401167301936932
339,598,626,95.97368589083732
340,626,624,75.66031644550033
341,624,623,64.49477611313537
342,34350,626,86.59787296474624
343,626,625,55.55351656519696
344,628,629,93.51478712075156
345,632,615,83.6852969206612
346,633,634,176.09894441468248
347,634,635,114.41246598693292
348,635,638,69.2827297760883
349,640,641,87.42703248070713
350,641,642,96.4974795926735
351,644,645,70.75784658144566
352,645,21186,73.80596793886708
353,21186,595,103.86270158417842
354,595,21190,110.6347586467266
355,10086,594,13.854900915550385
356,538,10976,81.2692095850309
357,10976,651,92.07059332088824
358,658,657,93.26770687155448
359,657,656,79.76805443642695
360,656,655,91.05723459714086
361,665,664,93.8641549797727
362,664,663,79.38822086098506
363,663,20631,73.29711355942138
364,666,4924,8.016633848965709
365,672,27791,101.93213216244654
366,582,677,75.22949178720012
367,677,673,73.99501938679181
368,673,672,102.98917579893038
369,678,677,84.73538830478272
370,677,676,75.46236807760161
371,676,675,69.20587770688313
372,675,27150,88.48144655988803
373,3336,3507,161.94124656168472
374,3346,685,14.119923882892516
375,685,3360,10.3631604667386
376,688,34198,229.2203974075708
377,34198,3339,43.532351160246606
378,3691,690,151.8125317916672
379,693,6106,179.91226905765387
380,6106,692,195.54845483657056
381,682,6087,247.0963693787521
382,6087,686,12.058576604400267
383,698,697,166.83913128303905
384,697,10952,369.01984700777024
385,17260,701,16.595608071776226
386,706,33132,305.37413693621585
387,33132,706,305.3741369362158
388,24529,25044,85.51560291806635
389,19394,19403,12.197260231986924
390,718,719,287.992939401708
391,719,718,287.992939401708
392,720,721,50.2618113400069
393,721,720,50.2618113400069
394,722,723,101.24712539436854
395,723,722,101.24712539436854
396,723,724,35.05405793357423
397,724,723,35.05405793357423
398,723,725,242.27667181679828
399,725,723,242.27667181679828
400,725,14268,317.3538098579591
401,14268,725,317.3538098579591
402,725,33355,119.7906456636246
403,33355,725,119.7906456636246
404,1186,731,130.48682569931685
405,325,757,283.33774474235804
406,3458,3461,82.00406290365572
407,592,768,28.610398998660216
408,768,592,28.610398998660216
409,20356,28184,5.223333761146393
410,5,1,120.75786516226152
411,295,34320,8.126015637671669
412,34320,295,8.126015637671669
413,34320,23791,6.856370286674911
414,23791,34320,6.856370286674911
415,23791,5503,7.768443714059974
416,5503,23791,7.768443714059974
417,734,39,29.36894647807072
418,39,734,29.36894647807072
419,39,2233,214.57483043560512
420,7,34304,7.59196264784735
421,34304,6632,8.58004920789015
422,787,788,102.63502746730252
423,788,787,102.63502746730252
424,790,29011,148.53034134094415
425,29011,789,425.37980442930046
426,789,11459,77.8334566681766
427,11459,9526,43.66982202785484
428,6013,32197,26.38637415522366
429,797,17538,9.848189962901769
430,17538,797,9.848189962901769
431,808,810,55.26889740376016
432,811,812,20.222097945056102
433,1460,749,17.538705648722427
434,18064,18059,125.10240379628536
435,822,819,34.138701960667404
436,828,827,36.54360669748651
437,830,829,36.61198012636548
438,832,831,37.56764325385707
439,834,833,36.08428332190326
440,835,803,33.94979029170061
441,805,836,34.85838434738462
442,838,837,33.92745571198175
443,839,840,34.99358945933212
444,842,841,39.96480150066913
445,844,843,39.398507438396535
446,813,845,32.887551409390326
447,846,847,38.1895206198546
448,848,20176,28.644948156335957
449,34098,32829,53.7772847121538
450,32829,34098,53.7772847121538
451,32829,858,801.8593791724996
452,858,32829,801.8593791724999
453,16991,599,28.38367046020007
454,863,307,79.57870630234856
455,866,867,134.31623601425514
456,21370,26097,27.659531918464427
457,871,23676,184.501041360305
458,23676,871,184.501041360305
459,14625,872,71.22391298616913
460,880,875,53.09363451051395
461,875,880,53.09363451051395
462,885,886,69.66038380129687
463,23972,887,63.202366479676456
464,888,14625,197.84928801186268
465,888,918,53.02996346127064
466,918,23420,105.21705029469324
467,892,975,39.79616699380855
468,898,993,27.97723478063729
469,993,898,27.97723478063728
470,894,900,39.86461411848305
471,900,901,127.89198588769264
472,901,997,99.70353789560144
473,997,902,86.48689981771808
474,902,34409,120.30934418822412
475,903,982,124.32295292173386
476,982,904,85.7187392991264
477,904,1015,100.05752251680435
478,1015,985,18.146347861467422
479,905,970,129.3085105845263
480,970,906,124.4110769812142
481,906,939,34.11623823297112
482,939,942,14.55099152097502
483,942,956,11.593310383639288
484,956,20799,53.48186678466526
485,20799,907,15.600497428915936
486,914,915,38.35577122481182
487,915,914,38.35577122481182
488,915,888,49.06870247040605
489,888,915,49.06870247040605
490,915,916,34.06378903915119
491,916,915,34.06378903915119
492,882,920,105.86125809007608
493,920,1109,70.33971994629553
494,864,1060,118.5991073953703
495,1060,921,69.36130611803632
496,921,306,97.7582658984364
497,921,920,18.541555656795072
498,14628,21552,112.06223541381522
499,23418,551,84.84356939657354
500,551,926,150.57469737599212
501,927,23421,181.7464829573075
502,929,23423,13.114830677681478
503,930,954,124.94960625264731
504,954,941,110.38372029903395
505,23315,979,49.42262790604655
506,979,23315,49.42262790604656
507,939,31755,19.806938824093848
508,31755,940,149.96243935045908
509,938,945,156.97423089778422
510,945,944,111.79526328541932
511,947,948,11.71711337237769
512,949,950,30.670860952231543
513,950,951,120.25862755412724
514,951,23416,12.013419995865553
515,953,21132,9.326985411059196
516,21132,953,9.326985411059196
517,23318,23317,13.22674798792386
518,23317,23318,13.22674798792386
519,956,957,43.2836451979904
520,957,29025,63.92335590703173
521,29025,21460,73.858254871125
522,21466,24982,76.49398170335942
523,24982,964,75.56800185665897
524,964,28577,97.5460497924467
525,960,961,24.599570041877385
526,961,27822,94.17381447366384
527,964,965,20.32405495403326
528,10090,23309,8.780460994424033
529,23309,10090,8.780460994424033
530,961,969,24.584243686924715
531,968,960,17.989780314809835
532,923,21090,20.30889469251329
533,21090,923,20.30889469251329
534,972,973,55.82583056321866
535,971,1024,37.88244408519596
536,1024,971,37.88244408519596
537,975,976,56.78107566786284
538,979,20442,51.04125932628395
539,20442,979,51.04125932628395
540,20442,1007,48.06277897793413
541,1007,20442,48.06277897793413
542,980,983,119.74718602402557
543,983,995,101.6051473789244
544,995,1009,146.63669318197535
545,1009,26994,13.215897254199437
546,26994,1002,26.504784963615823
547,1002,26995,19.551880451270435
548,26995,974,118.89058169995026
549,981,1003,116.73508611801569
550,1003,1004,18.06271319167136
551,1004,1006,32.716106627519494
552,1006,1008,13.87909508888216
553,1008,994,142.31558414475066
554,994,984,101.5540153322147
555,984,21130,126.67764152458084
556,982,902,39.49550982213159
557,902,982,39.49550982213159
558,978,22027,37.35787148622187
559,985,19223,157.83954216284894
560,19223,985,157.83954216284894
561,19223,986,21.434173266298867
562,986,19223,21.434173266298867
563,557,23779,2.711541632483839
564,23779,5497,61.51434896208526
565,898,1048,88.97356935890306
566,1048,898,88.97356935890306
567,1048,1046,68.26166465951648
568,1046,1048,68.26166465951648
569,989,990,57.63328336298233
570,993,1050,139.53122275915138
571,1050,27000,99.70449442201736
572,27000,999,11.078099098919653
573,999,30801,86.37675718221304
574,30801,991,54.52316161684067
575,992,30802,49.00441084003796
576,30802,1000,91.00380006071305
577,1000,21131,104.86301173627214
578,21131,899,141.17216822703506
579,996,997,82.28531026628488
580,999,1052,69.67628611872487
581,1052,23307,82.99520271767882
582,26994,1006,16.678597400316235
583,1006,26996,141.2760012179005
584,26996,1005,80.97340805727353
585,1007,20443,101.50517028793868
586,20443,1008,139.00067957708885
587,1008,1009,16.371816829555954
588,976,1010,3.363145445739589
589,1010,1012,128.3719314928425
590,1012,1023,39.298041001820415
591,1023,1002,47.22137922544397
592,1011,1010,35.19963800116103
593,1012,1013,34.5071776161509
594,1013,1012,34.5071776161509
595,1017,1018,92.45045599317696
596,1018,1000,143.78309765576026
597,1020,20636,16.83061655781575
598,20636,1021,72.87703004618315
599,1021,1022,77.80040432545134
600,1022,589,112.256839618229
601,1023,28298,157.71806146463032
602,1025,17918,138.62499966783292
603,17918,1025,138.62499966783292
604,1026,9745,122.89830072574026
605,9745,9743,16.101641955654706
606,9743,9744,11.929585206836247
607,9744,1027,115.92006830882706
608,9743,1031,38.84491508942141
609,1031,9743,38.84491508942141
610,1031,1033,31.963780023965647
611,1033,1031,31.963780023965647
612,1033,1030,37.37897765536407
613,1030,1033,37.37897765536407
614,1031,1032,123.25503082704589
615,1032,1031,123.25503082704589
616,1033,1034,122.71039196699888
617,1034,1033,122.71039196699888
618,27283,27282,7.963143145994167
619,27282,27281,33.44335741615499
620,27281,1036,126.64205612254324
621,1039,1040,16.21212993781438
622,1046,966,170.11731514754004
623,1049,1048,144.3233591850896
624,21131,1050,14.63820439577257
625,1050,21131,14.63820439577257
626,21131,982,140.46298543364605
627,982,21131,140.46298543364605
628,1051,23301,85.62817228285853
629,1047,1053,68.68455526131196
630,1053,23306,67.00778113673314
631,543,10082,13.868441376767912
632,576,20630,11.443426083529596
633,20630,576,11.443426083529596
634,565,20628,14.082268085094077
635,20628,565,14.082268085094077
636,10087,959,6.915696196665198
637,1058,547,75.21039889913106
638,544,1061,109.76683829123488
639,1061,1059,109.45021786104056
640,1060,1061,98.25871269902808
641,1061,1060,98.25871269902808
642,1065,1064,37.654583200949936
643,1066,1076,53.81077544774635
644,1076,1066,53.81077544774634
645,1076,1067,55.43571520077197
646,1067,1076,55.43571520077197
647,1067,10159,46.60948108894897
648,10159,1067,46.60948108894897
649,10159,10160,31.83640312263055
650,10160,10159,31.836403122630543
651,10160,1068,144.6148035415957
652,1068,10160,144.6148035415957
653,1068,10181,182.2509183167124
654,10181,1068,182.2509183167124
655,10181,27976,10.534506112432378
656,27976,10181,10.534506112432378
657,27976,10179,125.71156993169753
658,10179,27976,125.71156993169753
659,10179,1116,229.7055808290173
660,1116,10179,229.7055808290173
661,1116,21448,268.5002883524673
662,21448,1116,268.50028835246724
663,21448,1096,150.17258343165634
664,1096,21448,150.17258343165634
665,1070,1066,229.11378864063988
666,1066,1070,229.11378864063985
667,1070,1071,46.32594784134998
668,1072,1073,132.74856991725608
669,1073,1114,69.29500022609867
670,26098,1075,83.41685960397926
671,1075,26098,83.41685960397926
672,1077,28756,67.34386941300968
673,28756,1077,67.34386941300968
674,1079,20503,250.74057720783125
675,20503,1079,250.74057720783125
676,517,1080,60.20598405861111
677,1083,21577,14.549026092163642
678,31753,1085,273.9521074923308
679,1085,31753,273.9521074923308
680,1087,1088,205.3917575184772
681,1088,1090,87.69513615378696
682,1090,1089,38.72234904688173
683,1091,1089,98.631413271133
684,1089,1091,98.631413271133
685,1096,1097,260.15349136986083
686,1097,1096,260.15349136986083
687,1097,1093,142.9818595975512
688,1093,1097,142.9818595975512
689,21469,1100,172.5914488842894
690,1100,21469,172.59144888428938
691,1101,19222,24.56429645273577
692,1103,867,65.26463781009421
693,867,1103,65.26463781009421
694,1107,1106,91.09468203577306
695,1108,1102,112.10172191442643
696,1102,1108,112.10172191442646
697,1109,1108,140.94080483319698
698,1110,20624,17.06959511037533
699,20624,1110,17.06959511037533
700,1068,24229,222.9035142928779
701,24229,10182,140.48721519381516
702,10182,1111,191.5677644885902
703,1111,25433,216.64153361056785
704,25433,16127,196.2605823781388
705,16127,21448,188.40734477437272
706,1113,1114,16.844587733395983
707,1114,1113,16.844587733395983
708,612,1117,58.06793745001546
709,1117,612,58.06793745001546
710,1118,1122,80.45748965622528
711,1122,1118,80.45748965622528
712,32883,1124,127.2615617194794
713,1124,32883,127.2615617194794
714,1124,1123,46.99984805424007
715,1123,1124,46.99984805424007
716,1124,1125,30.638511302291164
717,1125,1124,30.638511302291164
718,1117,20264,91.23016146180822
719,20264,1117,91.23016146180822
720,1132,24456,98.42690307184704
721,24456,1132,98.42690307184704
722,1133,1134,108.1459716201287
723,1135,1133,58.76816610111484
724,1133,1132,65.20499887751279
725,1132,32288,64.42710890450383
726,2898,2899,31.85903173548972
727,2899,666,14.606114247513606
728,2913,1164,51.21683647377756
729,1164,2913,51.21683647377756
730,1163,1946,71.15976967255783
731,1946,1934,47.754655608692886
732,1161,667,101.35949386761736
733,1165,1164,76.35556293868957
734,5498,978,33.662900431106664
735,8473,1167,28.16193932700086
736,1167,8473,28.16193932700086
737,1171,1172,282.0012521567022
738,1182,27595,1110.800007806706
739,34424,1502,49.95188941434216
740,1502,726,606.6505502636699
741,726,1492,272.14677524256354
742,1476,352,290.4817851643388
743,1184,353,339.4856291662511
744,1187,1180,1112.2096627678368
745,1180,2082,67.30057931372922
746,27604,27601,68.43194403091195
747,17211,792,35.34298194679087
748,17211,27601,56.445114619064064
749,27601,17211,56.445114619064064
750,27601,795,57.44392315194386
751,795,27601,57.44392315194386
752,1176,32651,606.104159789845
753,18785,1209,676.6297527853329
754,9924,9935,19.20981477490276
755,9935,9924,19.20981477490276
756,9935,9928,56.164048140318336
757,9928,9935,56.164048140318336
758,1218,25127,49.54884325308917
759,25127,1218,49.54884325308917
760,25127,20543,75.4324151363776
761,20543,25127,75.4324151363776
762,8376,18025,129.48002309783232
763,1223,3936,146.03139116654782
764,3936,1223,146.03139116654782
765,1227,1226,73.88370198135134
766,1226,1227,73.88370198135134
767,1226,1228,39.342657742122654
768,1228,1226,39.342657742122654
769,1229,19843,65.07941397253396
770,19843,25950,200.81370895414875
771,1232,1223,47.15550123368139
772,1223,1232,47.15550123368139
773,2985,2965,210.0184880527404
774,2965,2985,210.0184880527404
775,1225,1226,164.3599239757542
776,1242,1237,828.8729975430294
777,21162,1213,296.26516931487697
778,1213,1214,829.7128332758613
779,1214,34220,245.15415967084024
780,1170,1169,262.39476350948786
781,7428,10426,147.8386192468383
782,10426,18150,14.771652910431408
783,18150,10430,20.670670311452007
784,10430,1252,49.21371013357545
785,1252,18009,95.778509533306
786,1255,1256,29.91366413967756
787,1256,1255,29.91366413967756
788,1251,28488,25.67136470159557
789,28488,1251,25.67136470159557
790,1266,21427,90.7064458796254
791,21427,1266,90.7064458796254
792,2966,2993,13.074364698528038
793,2993,2966,13.074364698528038
794,2302,2303,102.94904043071442
795,1286,1285,64.05437631714364
796,5813,1287,86.3747918720831
797,1288,2301,365.4464886827305
798,1291,1292,93.2623689120868
799,1292,1291,93.2623689120868
800,11107,1291,81.8298038924741
801,1291,10993,39.5604833219235
802,10993,10995,15.041130764384535
803,10995,1307,45.59132411872017
804,1307,1311,98.62934220979828
805,1311,11005,84.9539421458927
806,11005,10981,50.53017564227471
807,10981,1315,42.79964366913126
808,75,77,212.60745469912436
809,74,75,78.63984893651018
810,73,1296,323.34520337573525
811,1130,1131,477.5263615382913
812,216,1130,195.0212076592732
813,1128,1127,87.09148635780272
814,1129,23500,65.8062626952403
815,1127,1294,197.9837986917896
816,106,13644,1025.7291515258837
817,1174,1416,29.009149760452097
818,1416,26087,283.51102923545886
819,1297,20316,8.033540237689348
820,20316,1297,8.033540237689348
821,5097,28514,556.6200904856373
822,28514,5097,556.6200904856373
823,10461,1302,46.79956627833121
824,10462,1302,43.74053641255058
825,11716,22305,22.155148242298544
826,1307,21184,52.16102865743433
827,21184,1307,52.16102865743433
828,21184,1308,57.62877139766756
829,1308,21184,57.62877139766756
830,1308,1309,53.808979591933344
831,1309,1308,53.808979591933344
832,1313,1312,72.81757623590346
833,1312,21183,58.198810729719696
834,21183,1311,60.46768701691855
835,1311,1310,214.79578346823823
836,1315,1317,71.12806850660189
837,1317,1293,88.18590539300763
838,1317,22302,121.97838256944593
839,22302,1318,57.632700215289525
840,6410,1358,61.279568600776216
841,1322,1323,52.95253250154208
842,1323,1322,52.95253250154208
843,1323,1324,23.66694560003781
844,1324,1323,23.66694560003781
845,1324,9571,14.185480630608746
846,9571,1324,14.185480630608746
847,9571,23995,39.69278499383535
848,23995,9571,39.69278499383535
849,23995,1327,15.623458856423554
850,1327,23995,15.623458856423554
851,1322,1314,60.5660404053242
852,1314,1322,60.5660404053242
853,1314,1293,167.98513718198487
854,1293,1314,167.9851371819849
855,1324,23268,27.804099269837845
856,1327,30557,156.49066079256846
857,30557,1349,64.43486912041898
858,9537,1331,102.85869098761408
859,1331,1329,61.70560839166944
860,21511,1331,102.8532068709793
861,1336,1333,83.52407958826562
862,1333,1336,83.52407958826562
863,1333,1332,17.071974552941043
864,1332,1333,17.071974552941043
865,1333,1337,108.44683767636025
866,1335,1336,163.27009523594808
867,1336,1335,163.27009523594808
868,1336,1338,111.90551845127956
869,1338,1336,111.90551845127956
870,9544,1338,116.46058057895404
871,1338,9544,116.46058057895404
872,1338,1337,78.57892581885991
873,1337,1338,78.57892581885991
874,1339,9559,132.55642535478705
875,9559,9563,72.58515541885555
876,9563,31911,69.33456151748149
877,31911,1335,120.18260662509982
878,1335,18545,127.78351020652812
879,1340,6410,62.877368879211176
880,6410,24007,78.59287907361573
881,24007,9565,25.47370538430245
882,9565,1344,280.7885139420678
883,1334,1342,62.126006015722666
884,23979,1342,61.261175581095245
885,1342,23979,61.261175581095245
886,9538,28762,13.660805961467869
887,1347,1350,213.3493275239936
888,1346,11015,77.24744206387454
889,11015,11017,52.39511721400156
890,11017,1351,73.77287474882226
891,5390,5388,168.89181544402317
892,1357,9562,204.97720717150253
893,9562,9564,59.01212817607379
894,9564,1358,149.50590347178965
895,1361,10460,278.5406454963732
896,1213,1245,410.9587023507649
897,1245,1246,111.69153393427824
898,1242,1243,235.2585052688607
899,1247,1248,72.45708163725197
900,1249,1367,339.5644329606644
901,1375,23135,844.1222566091935
902,1367,1250,53.01572956364661
903,15468,9226,280.3151839210111
904,15421,1373,274.42516413067085
905,1372,1368,220.7863700003964
906,1197,1374,365.6750931944792
907,1376,1375,373.31030371807776
908,1196,1377,418.44723228037793
909,1378,1379,274.5535235587606
910,1379,1381,198.490904064767
911,1379,1380,97.1819456462345
912,1380,1381,163.54784491094154
913,1387,1388,34.38629892558507
914,1388,1387,34.38629892558507
915,1388,1377,45.24467312360684
916,1377,1388,45.24467312360683
917,1377,1389,35.81561381505999
